id,vl_diff,cd_diff,vlogs_diff_mean,cds_diff_mean,n,payoffs,payoffs_b,nearest_payoff,classification_2,classification_3,classification_4,phen_1,str1_2,str1_3,str2_2,str2_3,str2_4,str2_5,str2_6,str2_7,batch_1,TB_1,GR_1
109,1.5809664933115335,-0.5105224184422573,0.9635617709601948,0.6173745398857842,18,-0.1651433779131996,1.5727461660921782,0.6795518612834621,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
111,-0.3781435732088035,0.1713218588598612,0.01036795153766684,0.00431251384321148,79,-0.05888539680469081,-0.05861942861486564,-0.3439026780706041,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
112,-0.2861369582403596,0.1057630470454974,0.01036795153766684,0.00431251384321148,79,-0.09835377272103496,-0.3689515557076696,-0.3439026780706041,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
113,-0.5772875076052817,0.5355299651767512,-0.18324088232080385,0.5866804711230271,32,0.1603788341059949,-0.3689515557076696,-0.3439026780706041,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
114,-0.5822569255467751,0.8689664061011497,-0.18324088232080385,0.5866804711230271,32,0.3611175972165351,-0.3689515557076696,-0.3439026780706041,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
115,-0.3863756847987986,-0.4620221158117808,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.3689515557076696,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
116,-0.08382314677273384,-0.5103278355148317,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.3689515557076696,-0.08686274333177196,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
117,-0.6455432906223164,0.39896420167490176,-0.18324088232080385,0.5866804711230271,32,0.07816213825653476,-0.3689515557076696,-0.3439026780706041,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
118,-0.6503435348109753,-0.44948108732474246,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.3689515557076696,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
119,-0.03613706677715765,-0.17333467233230537,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.3689515557076696,-0.02188969694557166,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
123,-0.07265988619462932,-0.11149701101207075,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.3689515557076696,-0.06612330648821005,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
124,-0.6783174638072637,-0.21690919581291404,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.29368732957820215,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
125,-0.08173605566044938,-0.22461469660662065,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.29368732957820215,-0.08686274333177196,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
126,-0.6387065270556364,0.825989378876108,-0.18324088232080385,0.5866804711230271,32,0.33524413460577335,-0.29368732957820215,-0.3439026780706041,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
127,-0.06352008945036375,0.10336813304882432,0.01036795153766684,0.00431251384321148,79,-0.09979558295663928,-0.29368732957820215,-0.06612330648821,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
128,-0.07289084110247965,0.0130453255141075,0.01036795153766684,0.00431251384321148,79,-0.15417262889356315,-0.29368732957820215,-0.06612330648821005,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
129,-0.3259891613138367,-0.28914131889749567,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.29368732957820215,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
130,-0.32816687594879884,-0.3644946852552291,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.29368732957820215,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
131,-0.35464566989295476,-0.10675125677447168,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.29368732957820215,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
132,-0.09921328197203633,0.30602199661554536,-0.18324088232080385,0.5866804711230271,32,0.02220813625046253,-0.29368732957820215,-0.10760218017533396,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
135,0.264419720154882,-0.2784551732152064,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.08482415317226838,0.2541046223783886,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
136,-0.06626309963516847,0.16436291090393457,0.01036795153766684,0.00431251384321148,79,-0.0630748927138679,-0.08482415317226838,-0.06612330648821005,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
137,-0.04857022861337847,-0.13547660071003603,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.08482415317226838,-0.06612330648821,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
138,-0.07668921176841285,-0.25631659464818746,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.08482415317226838,-0.08686274333177196,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
139,-0.08898212178625645,-0.05960892814332891,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.08482415317226838,-0.08686274333177196,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
140,-0.2531407849838143,0.10131394135573102,0.01036795153766684,0.00431251384321148,79,-0.10103226812074526,-0.08482415317226838,-0.19402123090027823,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
141,-0.0744087538877646,-0.27331813535226485,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.08482415317226838,-0.06612330648821005,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
142,-0.13860826986419847,-0.06363963266340017,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.08482415317226838,-0.13760130456638373,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
143,-0.2811746281663037,-0.8585420721372208,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.08482415317226838,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
144,-0.095035044627452,-0.2773101282893633,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.06317160930608406,-0.08686274333177196,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
145,0.06690289100390634,-0.3923392850306046,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.11702656113001551,0.07369898968389911,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
146,-0.08227052895363894,0.03134406469267348,0.01036795153766684,0.00431251384321148,79,-0.14315623770667257,-0.11702656113001551,-0.08686274333177196,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
147,-0.03990573175081441,-0.23876021671552655,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,0.01881142255874048,-0.02188969694557166,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
148,-0.2593702857945423,-0.371926224992316,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.11702656113001551,-0.19402123090027823,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
149,-0.02964181912131003,-0.02426130560642919,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.11702656113001551,-0.02188969694557166,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
150,0.6018835591847103,-0.4883564876893551,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,0.36973627101778495,0.5296704141131363,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
151,-0.08986754688925228,-0.46944305832627775,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,0.2182563044647033,-0.08686274333177196,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
152,-0.11419590996653968,-0.3518146475606805,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.11702656113001551,-0.11026836958089407,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
153,0.07210015616792802,-0.21693726896552223,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.18934158873107537,0.07369898968389911,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
154,0.09054313665067676,-0.38930520843653793,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.18934158873107537,0.07369898968389911,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
156,0.03665779328721028,-0.2969289771784802,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.18934158873107537,0.03563097933612546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
157,-0.07047047395330197,-0.2630294045051826,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.18934158873107537,-0.06612330648821005,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
159,-0.34099490875694644,0.864098281885382,-0.18324088232080385,0.5866804711230271,32,0.35818684006523954,-0.18934158873107537,-0.3439026780706041,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
160,-0.41104156912118395,-0.4897385492748885,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.18934158873107537,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
161,-0.11186158568487348,0.12021115311381586,0.01036795153766684,0.00431251384321148,79,-0.08965557844627743,-0.18934158873107537,-0.11026836958089407,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
162,-0.5527265024391945,0.01114966265854633,-0.39504432171114445,-0.4577889117310282,47,-0.15531387493087384,-0.18934158873107537,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
163,-0.416280344729993,-0.00517759989750343,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.18934158873107537,-0.3439026780706041,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
164,-0.78737486228006,-0.3858105260183404,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.4838257577635364,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
165,-0.3954017989961848,-0.32685020615368965,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.31584584882119215,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
166,-0.42142357501255734,-0.23092059979439183,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.31584584882119215,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
167,-0.24578846018148304,-0.06534896250165508,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.31584584882119215,-0.19402123090027823,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
168,-0.8009664907428464,-0.490531662713675,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.7821797532439385,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
169,-0.8529493655351779,-0.4619407989255815,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.7007234330148088,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
170,-0.15148997952157156,-0.27638796394292553,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.31584584882119215,-0.16493423955187342,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
171,-0.4054747499044508,-0.4643446201667041,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.707571999544373,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
172,-0.19266090549828785,-0.07024726119219032,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.31584584882119215,-0.19402123090027823,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
173,-0.2233028208741842,-0.7670263333610017,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.34527454327111967,-0.19402123090027823,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
174,-0.2426190375132935,-1.40064493050169,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.34527454327111967,-0.19402123090027823,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
176,-0.04629798099088245,-0.4853829722752352,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.34527454327111967,-0.06612330648821,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
177,-0.8573221818588064,-0.4047296105310083,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.34527454327111967,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
178,-0.4411068623663088,-0.06134652787929382,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.34527454327111967,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
179,-0.4078215293288316,-1.1271628821739932,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.34527454327111967,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
180,-0.4442578744086423,-0.30350174992516565,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.34527454327111967,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
181,-0.2760590276307707,0.4776410300902047,-0.18324088232080385,0.5866804711230271,32,0.1255279545955144,-0.34527454327111967,-0.3439026780706041,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
182,-0.16868357446835752,-0.2994324352011845,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.34527454327111967,-0.16493423955187342,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
183,0.00107269628092336,-0.8431114172472831,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.3379344131267595,0.01311936855647409,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
184,-0.169344159520659,0.1970935194749611,0.01036795153766684,0.00431251384321148,79,-0.04337008221928608,-0.3379344131267595,-0.16493423955187342,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
185,-0.5702226194892164,-0.15288855133367704,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.3379344131267595,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
186,-0.5722496694574529,-0.15855136181793014,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.3379344131267595,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
187,-0.06042629692318337,-0.4270140885730175,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.3379344131267595,-0.06612330648821,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
188,-0.4565212257953698,-0.199081659009876,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.3379344131267595,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
189,-0.17563701600842882,-0.2094735461218148,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.3379344131267595,-0.181433102801147,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
190,-0.919011028850606,-0.8096027305413466,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.3379344131267595,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
191,-0.11907039837684293,-0.24417522628450747,0.01036795153766684,0.00431251384321148,79,-0.1651433779131996,-0.3379344131267595,-0.11026836958089407,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
192,-0.17463088219445538,-0.8952702637356397,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.1925514786057646,-0.181433102801147,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
193,-0.0396509792371294,-0.8053859514212364,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.1925514786057646,-0.02188969694557166,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
194,-0.3021399810059312,-0.2166380058015944,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.4192871971422494,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
195,-0.17083922585202674,-0.4218926866390883,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.1925514786057646,-0.16493423955187342,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
196,-0.9365469061682404,-1.151791468714234,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.7599327938786989,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
197,-0.6262781800409545,-0.08349756748970161,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.7661670018065048,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
198,-0.3769092401617194,-0.3357039825091277,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.1925514786057646,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
199,-0.2337812672150063,-0.34496079009549546,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.1925514786057646,-0.19402123090027823,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
200,-0.3791766975903109,-0.2578897659461653,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.33180897360949807,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
201,-0.6014128730855717,0.16053488900677948,-0.18324088232080385,0.5866804711230271,32,-0.06537947699585166,-0.43773076525682936,-0.3439026780706041,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
202,-0.24104704923952447,-0.4993211230795058,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.43773076525682936,-0.19402123090027823,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
203,-0.47816964896067665,-0.12446811304921274,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.43773076525682936,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
204,0.09384474689830602,-0.6221852480994217,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.43773076525682936,0.07369898968389911,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
205,-0.9618690018966806,-0.7513678716665898,-0.39504432171114445,-0.4577889117310282,47,-0.1651433779131996,-0.43773076525682936,-0.3439026780706041,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
